DateTime,CPU usage [%]
2013-09-11 14:40:00,37.72111129760742
2013-09-11 14:45:00,34.84469223022461
2013-09-11 14:50:00,35.71058654785156
2013-09-11 14:55:00,37.488529205322266
2013-09-11 15:00:00,36.380802154541016
2013-09-11 15:05:00,35.37875747680664
2013-09-11 15:10:00,35.83891677856445
2013-09-11 15:15:00,39.58484649658203
2013-09-11 15:20:00,44.40751266479492
2013-09-11 15:25:00,40.46415328979492
2013-09-11 15:30:00,39.75904846191406
2013-09-11 15:35:00,42.93440246582031
2013-09-11 15:40:00,41.1822624206543
2013-09-11 15:45:00,37.603607177734375
2013-09-11 15:50:00,45.440242767333984
2013-09-11 15:55:00,39.46295547485352
2013-09-11 16:00:00,37.60231399536133
2013-09-11 16:05:00,39.4543342590332
2013-09-11 16:10:00,38.35646438598633
2013-09-11 16:15:00,36.10165023803711
2013-09-11 16:20:00,39.23536682128906
2013-09-11 16:25:00,40.229129791259766
2013-09-11 16:30:00,44.73979187011719
2013-09-11 16:35:00,45.60291290283203
2013-09-11 16:40:00,42.59291458129883
2013-09-11 16:45:00,43.89158248901367
2013-09-11 16:50:00,46.61490631103516
2013-09-11 16:55:00,45.79376602172852
2013-09-11 17:00:00,43.77628326416016
2013-09-11 17:05:00,49.64350128173828
2013-09-11 17:10:00,47.73004913330078
2013-09-11 17:15:00,47.56561279296875
2013-09-11 17:20:00,45.37506103515625
2013-09-11 17:25:00,42.57976913452149
2013-09-11 17:30:00,38.39341735839844
2013-09-11 17:35:00,38.35178756713867
2013-09-11 17:40:00,38.76941680908203
2013-09-11 17:45:00,38.515438079833984
2013-09-11 17:50:00,36.56130599975586
2013-09-11 17:55:00,36.59757614135742
2013-09-11 18:00:00,39.6948471069336
2013-09-11 18:05:00,38.750919342041016
2013-09-11 18:10:00,41.76503753662109
2013-09-11 18:15:00,43.192665100097656
2013-09-11 18:20:00,44.10248947143555
2013-09-11 18:25:00,42.94991683959961
2013-09-11 18:30:00,45.72309875488281
2013-09-11 18:35:00,44.62654113769531
2013-09-11 18:40:00,46.67847442626953
2013-09-11 18:45:00,48.29541397094727
2013-09-11 18:50:00,48.43025588989258
2013-09-11 18:55:00,46.6646728515625
2013-09-11 19:00:00,43.54603958129883
2013-09-11 19:05:00,39.75041961669922
2013-09-11 19:10:00,43.377384185791016
2013-09-11 19:15:00,40.70562744140625
2013-09-11 19:20:00,38.61068344116211
2013-09-11 19:25:00,39.66613006591797
2013-09-11 19:30:00,36.4011116027832
2013-09-11 19:35:00,37.0640983581543
2013-09-11 19:40:00,38.78955841064453
2013-09-11 19:45:00,36.909366607666016
2013-09-11 19:50:00,38.30340576171875
2013-09-11 19:55:00,36.79087829589844
2013-09-11 20:00:00,30.31986618041992
2013-09-11 20:05:00,35.26720428466797
2013-09-11 20:10:00,37.68144226074219
2013-09-11 20:15:00,35.13854217529297
2013-09-11 20:20:00,33.67917251586914
2013-09-11 20:25:00,39.06052017211914
2013-09-11 20:30:00,38.40373229980469
2013-09-11 20:35:00,40.71379852294922
2013-09-11 20:40:00,44.85934829711914
2013-09-11 20:45:00,45.51659393310547
2013-09-11 20:50:00,48.77058410644531
2013-09-11 20:55:00,50.01266098022461
2013-09-11 21:00:00,49.30888366699219
2013-09-11 21:05:00,47.035770416259766
2013-09-11 21:10:00,46.022987365722656
2013-09-11 21:15:00,43.82900238037109
2013-09-11 21:20:00,47.54681396484375
2013-09-11 21:25:00,48.7012939453125
2013-09-11 21:30:00,44.66266632080078
2013-09-11 21:35:00,39.19890975952149
2013-09-11 21:40:00,45.037723541259766
2013-09-11 21:45:00,45.35213851928711
2013-09-11 21:50:00,47.16588592529297
2013-09-11 21:55:00,47.13602066040039
2013-09-11 22:00:00,44.21187973022461
2013-09-11 22:05:00,44.97027587890625
2013-09-11 22:10:00,45.09111404418945
2013-09-11 22:15:00,43.45661163330078
2013-09-11 22:20:00,43.93892288208008
2013-09-11 22:25:00,38.80942916870117
2013-09-11 22:30:00,33.33072280883789
2013-09-11 22:35:00,34.58358383178711
